datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2024-03-16 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.67,3.47,2.04,0.22,0.00
2024-03-16 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.27,3.18,2.19,0.34,0.00
2024-03-16 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.37,3.12,2.20,0.25,0.00
2024-03-16 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.43,3.30,1.97,0.34,0.00
2024-03-16 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.10,3.30,1.62,0.31,0.00
2024-03-16 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.98,3.75,1.53,0.32,0.00
2024-03-16 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.86,3.02,2.58,0.83,0.00
2024-03-16 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.90,2.40,3.09,0.93,0.00
2024-03-16 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.53,2.28,3.20,0.96,0.00
2024-03-16 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.99,1.57,3.48,0.82,0.00
2024-03-16 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.25,1.96,3.67,0.64,0.00
2024-03-16 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.21,2.33,3.46,0.62,0.00
2024-03-16 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.41,2.84,2.84,0.25,0.00
2024-03-16 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.97,3.71,2.65,0.32,0.00
2024-03-17 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.59,3.41,2.71,0.17,0.00
2024-03-17 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.96,2.98,2.88,0.03,0.00
2024-03-17 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.31,3.20,3.60,0.00,0.00
2024-03-17 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.06,3.45,4.05,0.00,0.00
2024-03-17 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.76,3.76,4.32,0.46,0.00
2024-03-17 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.48,4.06,4.84,0.82,0.00
2024-03-17 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.27,4.42,4.82,0.84,0.00
2024-03-17 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.26,4.60,4.53,0.99,0.00
2024-03-17 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.33,5.19,5.28,0.93,0.05
2024-03-17 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.42,5.94,4.89,0.60,0.00
2024-03-17 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.79,6.48,3.86,0.56,0.00
2024-03-17 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.10,6.64,3.38,0.61,0.00
2024-03-17 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.20,6.65,3.49,0.51,0.00
2024-03-17 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.53,5.70,2.96,0.41,0.00
2024-03-17 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.53,4.15,3.97,0.04,0.00
2024-03-17 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.74,2.27,5.85,0.02,0.00
2024-03-17 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.27,1.46,6.72,0.13,0.00
2024-03-17 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.18,0.39,6.88,0.51,0.00
2024-03-17 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.59,0.26,6.77,0.73,0.00
2024-03-17 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.75,0.15,7.16,0.68,0.00
2024-03-17 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.73,-0.08,6.35,0.41,0.00
2024-03-17 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.84,0.11,5.45,0.32,0.00
2024-03-17 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.86,-0.68,3.25,0.10,0.00
2024-03-17 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.04,-0.55,2.41,0.41,0.00
2024-03-18 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.10,-0.21,2.50,0.49,0.00
2024-03-18 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.58,-0.10,2.34,0.62,0.00
2024-03-18 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.63,0.40,1.60,0.75,0.00
2024-03-18 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.22,0.74,1.84,0.80,0.00
2024-03-18 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.87,0.92,2.17,0.99,0.00
2024-03-18 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.76,1.11,2.99,0.98,0.00
2024-03-18 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.90,1.17,3.09,0.89,0.00
2024-03-18 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.65,1.22,2.55,1.00,0.00
2024-03-18 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.36,0.94,2.18,1.00,0.00
2024-03-18 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.17,0.68,2.26,0.98,0.00
2024-03-18 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.70,-0.35,2.45,0.74,0.00
2024-03-18 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.52,-0.65,3.03,0.31,0.00
2024-03-18 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.32,-1.38,3.39,0.24,0.00
2024-03-18 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.36,-2.57,4.25,0.34,0.00
2024-03-18 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.97,-3.15,4.67,0.52,0.00
2024-03-18 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.75,-4.05,4.93,0.60,0.00
2024-03-18 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.90,-4.20,5.02,0.93,0.00
2024-03-18 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.22,-4.49,5.04,1.00,0.00
2024-03-18 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.72,-4.60,5.23,1.00,0.00
2024-03-18 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.14,-4.62,5.27,0.96,0.00
2024-03-18 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.99,-5.12,5.20,0.94,0.00
2024-03-18 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.85,-4.94,5.19,0.85,0.00
2024-03-18 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.77,-5.21,5.00,0.82,0.00
2024-03-18 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.17,-4.71,5.16,0.01,0.00
2024-03-19 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.41,-4.26,5.17,0.00,0.00
2024-03-19 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.04,-4.02,4.74,0.01,0.00
2024-03-19 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.27,-4.05,4.52,0.01,0.00
2024-03-19 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.98,-3.95,4.22,0.04,0.00
2024-03-19 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.62,-3.91,4.15,0.12,0.00
2024-03-19 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.89,-3.50,4.17,0.06,0.00
2024-03-19 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.56,-3.37,4.29,0.00,0.00
2024-03-19 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.21,-3.37,4.57,0.00,0.00
2024-03-19 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.80,-3.35,4.67,0.00,0.00
2024-03-19 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.73,-3.25,4.71,0.00,0.00
2024-03-19 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.55,-3.88,4.32,0.02,0.00
2024-03-19 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.54,-4.25,4.70,0.00,0.00
2024-03-19 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.80,-5.38,5.08,0.01,0.00
2024-03-19 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.16,-6.01,6.33,0.12,0.00
2024-03-19 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.88,-6.17,6.87,0.66,0.00
2024-03-19 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.68,-6.60,6.55,0.94,0.00
2024-03-19 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.44,-6.65,6.51,1.00,0.00
2024-03-19 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.96,-6.74,6.43,1.00,0.00
2024-03-19 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.91,-6.43,6.33,0.99,0.00
2024-03-19 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.20,-6.19,6.12,1.00,0.00
2024-03-19 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.36,-5.98,6.06,1.00,0.00
2024-03-19 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.25,-5.50,5.97,1.00,0.00
2024-03-19 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.95,-5.21,5.16,1.00,0.00
2024-03-19 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.75,-4.85,4.46,1.00,0.00
2024-03-20 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.62,-4.01,4.47,1.00,0.00
2024-03-20 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.25,-3.17,4.10,1.00,0.04
2024-03-20 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.52,-1.90,2.93,1.00,0.04
2024-03-20 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.42,-1.12,2.42,0.98,0.00
2024-03-20 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.14,-0.58,2.66,0.95,0.00
2024-03-20 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.72,-0.56,3.20,0.64,0.00
2024-03-20 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.68,-0.25,3.37,0.24,0.00
2024-03-20 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.01,0.09,3.57,0.75,0.00
2024-03-20 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.28,0.44,3.94,0.60,0.00
2024-03-20 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.23,0.35,4.45,0.59,0.00
2024-03-20 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.70,0.90,3.74,0.28,0.00
2024-03-20 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.75,0.63,4.12,0.04,0.00
2024-03-20 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.92,0.53,4.41,0.04,0.00
2024-03-20 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.43,0.09,3.35,0.12,0.00
2024-03-20 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.93,-0.43,2.70,0.91,0.00
2024-03-20 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.52,-1.18,2.81,1.00,0.00
2024-03-20 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.76,-0.83,3.12,0.99,0.24
2024-03-20 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.11,-0.43,2.69,1.00,0.00
2024-03-20 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.39,0.31,2.94,0.98,0.60
2024-03-20 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.81,0.96,4.03,0.84,0.32
2024-03-20 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.23,2.15,4.94,0.87,0.28
2024-03-20 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.74,3.42,3.57,0.94,0.00
2024-03-20 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.04,1.85,3.05,0.79,0.01
2024-03-20 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.19,2.02,7.22,0.56,0.44
2024-03-21 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.71,-1.10,6.83,0.29,0.03
2024-03-21 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.36,-1.83,7.55,0.08,0.00
2024-03-21 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.34,-4.84,6.98,0.01,0.00
2024-03-21 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.73,-6.19,6.99,0.00,0.00
2024-03-21 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.22,-6.88,6.33,0.00,0.00
2024-03-21 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.09,-7.97,6.08,0.00,0.00
2024-03-21 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.55,-8.27,5.58,0.00,0.00
2024-03-21 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.89,-8.72,5.85,0.00,0.00
2024-03-21 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.18,-9.29,6.09,0.00,0.00
2024-03-21 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.02,-9.12,5.87,0.00,0.00
2024-03-21 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-0.39,-9.64,5.51,0.00,0.00
2024-03-21 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-0.32,-9.47,5.28,0.00,0.00
2024-03-21 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.09,-9.95,5.86,0.22,0.00
2024-03-21 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.53,-9.57,6.94,0.55,0.00
2024-03-21 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.36,-9.62,6.65,0.96,0.00
2024-03-21 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.86,-9.62,6.59,0.98,0.00
2024-03-21 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.54,-9.55,6.65,0.99,0.00
2024-03-21 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.70,-9.33,6.81,0.94,0.00
2024-03-21 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.38,-9.38,6.92,0.53,0.00
2024-03-21 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.85,-9.37,6.89,0.14,0.00
2024-03-21 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.31,-9.76,6.88,0.17,0.00
2024-03-21 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.65,-9.44,6.73,0.01,0.00
2024-03-21 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.04,-10.08,5.55,0.00,0.00
2024-03-21 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.35,-9.38,4.27,0.00,0.00
2024-03-22 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.87,-8.85,3.56,0.00,0.00
2024-03-22 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.19,-8.47,3.19,0.00,0.00
2024-03-22 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.39,-8.53,3.25,0.00,0.00
2024-03-22 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.71,-8.40,3.05,0.00,0.00
2024-03-22 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.32,-8.80,2.72,0.00,0.00
2024-03-22 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.48,-8.82,2.68,0.00,0.00
2024-03-22 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.17,-8.72,2.90,0.00,0.00
2024-03-22 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-0.24,-8.70,3.03,0.00,0.00
2024-03-22 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-0.86,-9.06,3.08,0.00,0.00
2024-03-22 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-1.18,-9.57,2.99,0.00,0.00
2024-03-22 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-1.89,-9.72,2.89,0.00,0.00
2024-03-22 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-1.88,-9.93,2.28,0.00,0.00
2024-03-22 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-1.54,-9.77,2.06,0.00,0.00
2024-03-22 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-0.78,-9.54,2.12,0.01,0.00
2024-03-22 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.41,-9.94,1.84,0.15,0.00
2024-03-22 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.16,-10.34,0.98,0.16,0.00
2024-03-22 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.78,-10.63,0.34,0.09,0.00
2024-03-22 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.40,-9.41,1.56,0.04,0.00
2024-03-22 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.03,-8.51,2.45,0.09,0.00
2024-03-22 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.41,-7.98,2.69,0.37,0.00
2024-03-22 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.25,-7.11,3.29,0.74,0.00
2024-03-22 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.11,-6.35,3.88,0.94,0.00
2024-03-22 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.18,-4.49,2.81,1.00,0.00
2024-03-22 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.36,-3.66,3.67,1.00,0.00
2024-03-23 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.54,-3.25,3.38,1.00,0.00
2024-03-23 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.77,-2.74,2.68,0.97,0.00
2024-03-23 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.93,-1.84,2.55,0.98,0.01
2024-03-23 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.19,-0.97,2.75,1.00,0.01
2024-03-23 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.08,-0.35,2.98,1.00,0.01
2024-03-23 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.81,0.55,3.44,1.00,0.01
2024-03-23 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.68,1.27,3.52,1.00,0.02
2024-03-23 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.54,2.14,3.79,1.00,0.05
2024-03-23 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.63,2.79,3.43,1.00,0.26
2024-03-23 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.74,3.00,3.05,1.00,0.96
2024-03-23 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.30,4.09,3.30,1.00,1.78
2024-03-23 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.58,4.51,2.81,1.00,2.20
2024-03-23 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.00,4.86,2.39,1.00,3.53
2024-03-23 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.57,5.38,1.43,1.00,4.48
2024-03-23 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.36,6.16,0.64,1.00,4.30
2024-03-23 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.98,6.59,1.41,1.00,4.65
2024-03-23 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.36,6.74,2.72,1.00,4.87
2024-03-23 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.26,6.79,3.71,1.00,5.38
2024-03-23 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.95,6.65,4.61,1.00,5.55
2024-03-23 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.11,6.28,4.62,1.00,5.19
2024-03-23 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.21,6.61,3.43,1.00,6.86
2024-03-23 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.74,6.23,7.21,1.00,5.61
2024-03-23 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.51,4.31,8.99,1.00,1.02
2024-03-23 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.95,3.47,7.98,1.00,0.07
2024-03-24 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.41,2.54,8.12,0.85,0.03
2024-03-24 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.61,1.26,7.99,0.55,0.00
2024-03-24 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.70,0.16,8.10,0.67,0.00
2024-03-24 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.03,-1.01,8.25,0.87,0.00
2024-03-24 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.59,-1.74,7.78,0.57,0.00
2024-03-24 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.87,-3.04,7.21,0.33,0.00
2024-03-24 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.58,-3.57,6.53,0.26,0.00
2024-03-24 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.34,-4.15,5.77,0.32,0.00
2024-03-24 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.06,-4.87,5.14,0.36,0.00
2024-03-24 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.69,-5.47,5.00,0.21,0.00
2024-03-24 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.26,-6.54,3.90,0.07,0.00
2024-03-24 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.13,-6.84,4.45,0.05,0.00
2024-03-24 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.24,-7.92,4.25,0.02,0.00
2024-03-24 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.77,-7.90,4.87,0.01,0.00
2024-03-24 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.02,-7.63,5.02,0.00,0.00
2024-03-24 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.78,-7.52,4.95,0.00,0.00
