datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2024-03-24 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.78,-7.53,4.86,0.00,0.00
2024-03-24 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.77,-7.37,4.64,0.00,0.00
2024-03-24 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.80,-7.12,4.24,0.00,0.00
2024-03-24 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.50,-6.99,3.93,0.00,0.00
2024-03-24 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.44,-6.67,3.77,0.00,0.00
2024-03-24 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.72,-6.53,3.82,0.00,0.00
2024-03-24 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.42,-5.94,3.06,0.00,0.00
2024-03-24 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.34,-5.89,2.37,0.00,0.00
2024-03-25 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.40,-4.60,3.00,0.00,0.00
2024-03-25 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.59,-4.13,4.04,0.00,0.00
2024-03-25 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.46,-3.81,4.45,0.00,0.00
2024-03-25 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.13,-3.57,4.59,0.00,0.00
2024-03-25 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.34,-3.25,4.46,0.00,0.00
2024-03-25 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.79,-2.94,4.05,0.00,0.00
2024-03-25 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.59,-2.56,3.94,0.00,0.00
2024-03-25 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.26,-2.60,4.04,0.00,0.00
2024-03-25 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.91,-2.70,4.24,0.00,0.00
2024-03-25 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.71,-2.92,4.45,0.00,0.00
2024-03-25 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.50,-2.88,4.15,0.00,0.00
2024-03-25 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.38,-3.11,4.17,0.00,0.00
2024-03-25 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.00,-3.58,4.12,0.00,0.00
2024-03-25 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.87,-3.94,5.05,0.03,0.00
2024-03-25 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.54,-3.95,4.90,0.12,0.00
2024-03-25 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.37,-3.95,4.76,0.22,0.00
2024-03-25 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.05,-4.04,4.62,0.00,0.00
2024-03-25 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.23,-3.91,4.12,0.00,0.00
2024-03-25 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.93,-3.87,3.91,0.00,0.00
2024-03-25 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.73,-3.41,3.92,0.00,0.00
2024-03-25 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.57,-3.34,3.61,0.00,0.00
2024-03-25 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.12,-3.33,3.42,0.00,0.00
2024-03-25 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.09,-2.86,1.62,0.00,0.00
2024-03-25 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.78,-2.41,1.71,0.00,0.00
2024-03-26 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.57,-1.70,2.14,0.00,0.00
2024-03-26 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.93,-1.80,3.05,0.00,0.00
2024-03-26 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.96,-2.91,4.03,0.00,0.00
2024-03-26 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.17,-3.28,4.34,0.00,0.00
2024-03-26 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.31,-3.72,4.63,0.00,0.00
2024-03-26 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.36,-4.18,4.90,0.00,0.00
2024-03-26 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.12,-3.65,3.46,0.04,0.00
2024-03-26 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.85,-3.14,3.35,0.17,0.00
2024-03-26 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.65,-2.75,3.82,0.19,0.00
2024-03-26 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.65,-2.40,4.14,0.22,0.00
2024-03-26 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.15,-2.08,3.61,0.08,0.00
2024-03-26 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.27,-1.45,3.29,0.17,0.00
2024-03-26 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.68,-1.16,2.93,0.02,0.00
2024-03-26 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.58,-0.71,3.71,0.50,0.00
2024-03-26 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.51,0.04,4.74,0.78,0.00
2024-03-26 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.46,0.67,4.11,0.70,0.00
2024-03-26 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.04,0.94,2.67,1.00,0.00
2024-03-26 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.64,1.55,2.62,0.99,0.00
2024-03-26 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.17,2.00,2.28,0.99,0.00
2024-03-26 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.59,2.58,1.94,1.00,0.00
2024-03-26 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.25,3.11,2.33,1.00,0.00
2024-03-26 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.40,3.48,2.61,1.00,0.00
2024-03-26 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.31,2.87,1.42,1.00,0.00
2024-03-26 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.92,3.29,1.97,1.00,0.00
2024-03-27 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.79,3.43,2.31,1.00,0.00
2024-03-27 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.63,3.51,2.46,0.98,0.00
2024-03-27 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.12,3.74,1.60,1.00,0.00
2024-03-27 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.98,3.77,2.02,0.98,0.00
2024-03-27 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.62,3.71,3.28,0.88,0.01
2024-03-27 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.21,3.47,3.61,0.96,0.00
2024-03-27 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.00,3.35,1.20,0.98,0.00
2024-03-27 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.81,3.30,1.56,0.99,0.00
2024-03-27 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.58,3.23,1.63,1.00,0.00
2024-03-27 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.52,3.23,1.13,1.00,0.00
2024-03-27 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.56,3.59,1.59,1.00,0.02
2024-03-27 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.62,3.71,1.61,0.99,0.02
2024-03-27 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.92,3.88,1.44,0.96,0.02
2024-03-27 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.32,4.08,1.23,0.91,0.00
2024-03-27 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.56,4.36,1.39,0.91,0.00
2024-03-27 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.18,4.12,1.27,0.99,0.00
2024-03-27 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.91,3.91,0.50,0.99,0.00
2024-03-27 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.33,4.20,0.26,0.98,0.00
2024-03-27 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.27,4.30,0.27,0.89,0.00
2024-03-27 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.39,4.54,1.64,1.00,0.00
2024-03-27 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.96,5.04,2.44,1.00,0.09
2024-03-27 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.90,5.31,1.16,1.00,0.26
2024-03-27 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.64,5.34,2.02,0.97,0.55
2024-03-27 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.75,5.92,1.28,0.63,0.15
2024-03-28 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.30,6.33,1.51,0.86,0.02
2024-03-28 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.92,6.46,1.22,1.00,0.00
2024-03-28 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.27,6.68,0.89,1.00,0.02
2024-03-28 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.10,6.75,0.98,1.00,0.10
2024-03-28 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.45,6.94,1.08,1.00,0.58
2024-03-28 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.30,7.19,0.94,1.00,2.23
2024-03-28 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.21,7.27,0.98,1.00,2.59
2024-03-28 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.21,7.34,1.18,1.00,2.93
2024-03-28 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.32,7.41,1.13,1.00,2.70
2024-03-28 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.38,7.52,1.44,1.00,2.63
2024-03-28 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.28,7.38,1.03,1.00,0.64
2024-03-28 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.36,7.33,1.54,1.00,0.12
2024-03-28 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.64,7.50,0.40,1.00,0.71
2024-03-28 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.93,7.66,0.73,1.00,1.31
2024-03-28 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.40,7.92,0.72,1.00,0.54
2024-03-28 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.68,8.10,1.51,1.00,0.65
2024-03-28 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.50,7.81,2.28,1.00,0.68
2024-03-28 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.21,7.58,3.17,1.00,0.77
2024-03-28 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.06,7.32,3.51,1.00,1.01
2024-03-28 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.79,6.94,3.06,1.00,0.52
2024-03-28 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.65,6.78,2.87,1.00,0.61
2024-03-28 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.69,6.61,3.21,1.00,0.75
2024-03-28 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.10,5.57,3.39,1.00,0.73
2024-03-28 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.08,5.35,3.24,1.00,0.68
2024-03-29 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.92,5.23,4.27,1.00,0.65
2024-03-29 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.73,4.86,4.08,1.00,0.58
2024-03-29 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.37,4.27,4.54,1.00,0.48
2024-03-29 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.87,3.57,5.40,1.00,0.37
2024-03-29 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.48,2.64,5.81,1.00,0.24
2024-03-29 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.97,0.84,5.97,1.00,0.13
2024-03-29 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.13,-1.37,5.94,1.00,0.05
2024-03-29 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.46,-2.26,6.16,1.00,0.00
2024-03-29 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.56,-3.47,5.95,1.00,0.00
2024-03-29 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.66,-3.65,5.72,1.00,0.00
2024-03-29 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.23,-4.08,5.55,1.00,0.00
2024-03-29 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.96,-3.83,5.55,1.00,0.00
2024-03-29 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.83,-3.45,5.81,0.91,0.00
2024-03-29 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.17,-3.29,5.74,0.51,0.00
2024-03-29 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.70,-3.15,6.55,0.25,0.00
2024-03-29 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.01,-3.26,7.03,0.02,0.00
2024-03-29 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.76,-3.73,6.88,0.01,0.00
2024-03-29 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.54,-4.05,6.82,0.00,0.00
2024-03-29 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.14,-3.66,8.04,0.85,0.00
2024-03-29 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.87,-3.98,8.51,0.99,0.00
2024-03-29 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.80,-2.99,8.52,0.54,0.00
2024-03-29 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.12,-2.42,8.21,0.31,0.00
2024-03-29 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.41,-2.81,6.58,0.08,0.00
2024-03-29 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.40,-2.81,6.56,0.02,0.00
2024-03-30 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.50,-2.78,6.54,0.00,0.00
2024-03-30 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.82,-2.82,6.76,0.00,0.00
2024-03-30 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.17,-3.03,6.43,0.00,0.00
2024-03-30 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.98,-2.98,6.23,0.00,0.00
2024-03-30 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.86,-2.90,6.09,0.00,0.00
2024-03-30 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.53,-2.67,5.88,0.00,0.00
2024-03-30 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.44,-2.46,5.90,0.04,0.00
2024-03-30 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.35,-2.29,5.93,0.35,0.00
2024-03-30 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.20,-2.31,5.57,0.05,0.00
2024-03-30 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.08,-2.25,5.25,0.01,0.00
2024-03-30 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.10,-2.20,4.43,0.02,0.00
2024-03-30 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.87,-2.35,4.45,0.00,0.00
2024-03-30 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.32,-2.64,4.48,0.00,0.00
2024-03-30 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.82,-3.10,5.50,0.00,0.00
2024-03-30 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.03,-3.16,5.78,0.10,0.00
2024-03-30 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.14,-3.16,5.59,0.94,0.00
2024-03-30 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.37,-3.18,5.51,0.96,0.00
2024-03-30 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.33,-3.19,5.52,0.60,0.00
2024-03-30 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.49,-3.03,5.47,0.93,0.00
2024-03-30 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.84,-3.04,5.60,1.00,0.00
2024-03-30 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.17,-2.25,5.69,1.00,0.00
2024-03-30 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.04,-1.28,4.95,0.99,0.00
2024-03-30 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.49,-0.65,4.00,0.99,0.00
2024-03-30 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.23,0.37,4.49,0.99,0.00
2024-03-31 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.15,3.53,4.87,0.95,0.37
2024-03-31 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.09,5.19,4.17,1.00,0.47
2024-03-31 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.26,5.59,3.14,0.99,0.15
2024-03-31 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.79,6.04,3.23,0.97,0.15
2024-03-31 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.63,6.28,3.19,1.00,0.14
2024-03-31 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.45,6.59,2.83,1.00,0.22
2024-03-31 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.32,6.56,2.83,1.00,0.31
2024-03-31 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.21,6.20,2.90,0.99,0.00
2024-03-31 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.66,5.26,2.71,0.15,0.00
2024-03-31 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.72,4.41,2.85,0.01,0.00
2024-03-31 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.84,3.64,2.66,0.17,0.00
2024-03-31 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.62,2.77,2.62,0.63,0.00
2024-03-31 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.42,1.48,2.55,0.02,0.00
2024-03-31 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.11,0.18,2.65,0.10,0.00
2024-03-31 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.29,-0.36,2.70,0.24,0.00
2024-03-31 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.03,0.44,2.70,0.82,0.00
2024-03-31 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.36,1.10,4.04,0.99,0.00
2024-03-31 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.38,1.66,5.17,0.82,0.00
2024-03-31 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.11,2.10,5.01,0.49,0.00
2024-03-31 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.75,2.16,4.89,0.03,0.00
2024-03-31 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.43,2.16,4.93,0.99,0.00
2024-03-31 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.44,2.62,4.33,1.00,0.00
2024-03-31 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.26,2.48,2.83,0.99,0.00
2024-03-31 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.50,2.73,2.14,0.91,0.00
2024-04-01 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.20,3.53,2.40,0.97,0.00
2024-04-01 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.09,3.91,2.43,1.00,0.00
2024-04-01 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.33,4.60,2.24,0.91,0.00
2024-04-01 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.22,4.32,2.14,0.71,0.00
2024-04-01 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.87,4.51,2.00,0.57,0.00
2024-04-01 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.24,4.88,1.84,0.90,0.00
2024-04-01 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.23,4.76,1.49,1.00,0.00
2024-04-01 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.96,4.72,1.33,1.00,0.00
2024-04-01 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.66,4.47,1.53,1.00,0.00
2024-04-01 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.51,4.09,1.88,1.00,0.00
2024-04-01 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.37,3.94,2.32,1.00,0.00
2024-04-01 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.30,3.80,3.06,1.00,0.00
2024-04-01 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.42,3.71,2.36,1.00,0.00
2024-04-01 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.31,3.54,1.82,1.00,0.09
2024-04-01 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.45,3.97,1.39,1.00,0.38
2024-04-01 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.53,4.61,1.50,1.00,0.64
2024-04-01 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.52,4.79,1.99,1.00,0.49
2024-04-01 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.29,5.10,3.04,1.00,0.34
2024-04-01 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.95,4.85,2.84,0.99,0.10
2024-04-01 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.48,4.87,1.50,0.91,0.02
2024-04-01 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.48,5.07,0.96,0.94,0.00
2024-04-01 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.65,5.22,0.23,0.91,0.00
2024-04-01 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.85,4.30,0.50,0.78,0.00
2024-04-01 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.80,4.69,0.83,0.82,0.00
